R,G,B,LBP,Edges,Stat_Feature,Color_Variance,Roughness,Entropy,homogeneity
111.2838134765625,114.90446472167969,108.790283203125,1364.8887594656553,30.731048583984375,3274.770846290281,3209.058286412251,15.14359188079834,7.393253712151236,0.17776142205007592
81.35540771484375,98.34918212890625,91.63372802734375,1484.43925852119,37.36907958984375,2153.253049737774,1984.1810870701445,17.83310317993164,7.18617080858179,0.19327696051640586
116.52546691894531,115.21453857421875,101.96684265136719,205.89328685752116,12.225494384765625,2897.2967417305335,2740.0120851240804,7.7115678787231445,6.860039543068327,0.4372917239212716
134.1687774658203,156.7730712890625,158.56378173828125,1007.8813713556156,22.143630981445312,2178.887335157953,2078.2098829187034,13.146804809570312,7.100223141380567,0.21268634598785793
88.73898315429688,92.39964294433594,62.13433837890625,301.1544036862906,9.778060913085938,843.8379750316963,778.5506809602448,8.191258430480957,6.289383664805271,0.2480755558354681
149.51004028320312,178.32708740234375,188.06832885742188,87.04211801290512,5.24505615234375,1408.4565908573568,1296.801310074395,4.948432922363281,5.491003979969653,0.5823750018254297
116.16227722167969,132.26016235351562,135.62718200683594,1016.0550473479088,22.361526489257812,1353.9051078176126,1237.1436124259324,14.731788635253906,6.7618418554419595,0.22827031255838234
90.74969482421875,95.52110290527344,81.01893615722656,320.19280993915163,13.501739501953125,1271.9832770219073,1249.4229548593864,7.673532009124756,6.476002133217041,0.4310876994532861
127.02992248535156,123.53634643554688,107.1644287109375,79.66175840399228,7.95318603515625,1231.045434948057,1136.0849500581946,5.849582672119141,6.546240715528162,0.45798865816015877
129.9264373779297,164.19384765625,175.22142028808594,230.13531148340553,12.2955322265625,2493.010192975402,2197.8741337292104,8.301645278930664,6.600322187583281,0.4405995038911199
94.83901977539062,122.202392578125,126.72026062011719,447.8857451134827,14.61456298828125,1868.4654146747198,1749.906360176398,8.965508460998535,6.584178276097751,0.4106385155099563
114.15618896484375,135.8167724609375,128.7917938232422,915.8380406945944,25.594940185546875,1765.8272550811525,1672.7034865317826,12.943023681640625,7.306581288479102,0.1815291492471707
