R,G,B,LBP,Edges,Roughness,Entropy,Homogeneity
111.2838134765625,114.90446472167967,108.790283203125,1364.8887594656553,30.73104858398437,15.14359188079834,7.393253712151236,0.1777614220500759
81.35540771484375,98.34918212890624,91.63372802734376,1484.43925852119,37.36907958984375,17.83310317993164,7.18617080858179,0.1932769605164058
116.52546691894533,115.21453857421876,101.9668426513672,205.8932868575212,12.225494384765623,7.711567878723144,6.860039543068327,0.4372917239212716
134.1687774658203,156.7730712890625,158.56378173828125,1007.8813713556156,22.143630981445312,13.146804809570312,7.100223141380567,0.2126863459878579
88.73898315429688,92.39964294433594,62.13433837890625,301.1544036862906,9.778060913085938,8.191258430480957,6.289383664805271,0.2480755558354681
149.51004028320312,178.32708740234375,188.06832885742188,87.04211801290512,5.24505615234375,4.948432922363281,5.491003979969653,0.5823750018254297
116.16227722167967,132.26016235351562,135.62718200683594,1016.0550473479088,22.36152648925781,14.731788635253906,6.76184185544196,0.2282703125583823
90.74969482421876,95.52110290527344,81.01893615722656,320.19280993915163,13.501739501953123,7.673532009124756,6.476002133217041,0.4310876994532861
127.02992248535156,123.53634643554688,107.1644287109375,79.66175840399228,7.95318603515625,5.849582672119141,6.546240715528162,0.4579886581601587
129.9264373779297,164.19384765625,175.22142028808594,230.13531148340556,12.2955322265625,8.301645278930664,6.600322187583281,0.4405995038911199
94.83901977539062,122.202392578125,126.7202606201172,447.8857451134827,14.61456298828125,8.965508460998535,6.584178276097751,0.4106385155099563
114.15618896484376,135.8167724609375,128.7917938232422,915.8380406945944,25.594940185546875,12.943023681640623,7.306581288479102,0.1815291492471707
91.58148193359376,94.5471649169922,81.63705444335938,820.7666817063,25.4937744140625,14.213708877563477,6.998500392133924,0.3346988952979048
107.90316772460938,117.2998504638672,90.60076904296876,1780.629719335353,47.42729187011719,19.871191024780277,7.061408025826024,0.1505521276321232
143.4836883544922,156.30726623535156,132.78077697753906,1011.6319116940722,22.026901245117188,13.753735542297363,6.696825804623639,0.2740663255076718
121.82839965820312,146.0738983154297,132.4029541015625,1562.6193264387548,33.392486572265625,16.224340438842773,6.777105795626905,0.1946463050047684
101.76113891601562,114.39781188964844,101.411376953125,5870.975613838993,62.58659362792969,28.720439910888672,7.23528897652289,0.0786006454161585
60.87986755371094,50.8311767578125,36.78373718261719,291.707018061541,11.914215087890623,9.016620635986328,5.400515206123771,0.5474704155549655
127.63298034667967,148.17359924316406,152.34747314453125,818.539305433631,19.054183959960938,12.694035530090332,7.20165502169697,0.3257176728035432
123.0241241455078,120.63145446777344,83.35737609863281,179.76105532585643,8.042678833007812,7.061520576477051,5.093937103263076,0.5250784728837852
100.14859008789062,115.26911926269533,106.68400573730467,594.7993840274867,24.925689697265625,10.408024787902832,7.422839770497042,0.2421584985928314
131.5032501220703,125.58401489257812,93.58340454101562,153.05141996964812,14.649581909179688,7.013538837432861,6.972395488380399,0.3788892916511491
95.96636962890624,101.0010986328125,75.04495239257812,755.5523983219173,32.614288330078125,13.959543228149414,6.680448849370968,0.1628117715133712
103.56568908691406,111.30201721191406,95.90364074707033,1182.1419451497495,30.567626953125,14.344383239746094,7.220462216648847,0.1683352778809064
170.41470336914062,175.92640686035156,161.32760620117188,530.8690025471151,18.291549682617188,8.06436538696289,7.1594862473850815,0.2202739998220817
101.1447296142578,129.26644897460938,121.0972137451172,1653.838228947483,38.99940490722656,17.06453514099121,7.161707234498175,0.1200093528936538
131.55191040039062,150.17420959472656,149.72238159179688,1142.2084163071122,24.62997436523437,12.595843315124512,7.161665103660846,0.2039405816313396
57.72657775878906,59.31547546386719,53.7686767578125,158.79230751260184,7.058258056640625,6.7268805503845215,6.014088958894573,0.3253576126323525
92.26699829101562,102.23829650878906,91.30445861816406,991.9226652150974,24.3731689453125,13.558807373046877,6.927538488863322,0.3660792587323216
94.28652954101562,89.30262756347656,65.42018127441406,1792.0330514898524,37.55973815917969,19.24977684020996,6.941153689378694,0.3733633202697841
62.74346923828125,86.06327819824219,84.53036499023438,495.3709412456956,18.34991455078125,10.856801986694336,7.025753720286685,0.4253977317472374
132.7096405029297,130.0890655517578,115.0891571044922,86.82107993564568,9.408416748046877,6.364717483520508,6.62068855831657,0.4383211410342258
109.13092041015624,123.26954650878906,131.95123291015625,92.2695299347397,3.5797119140625,5.750517845153809,6.558146928063948,0.4924504834624671
76.95779418945312,91.01840209960938,91.70303344726562,1198.063738556346,23.556060791015625,15.58023166656494,6.869193670649502,0.3874772912371111
120.67727661132812,142.59463500976562,140.5269012451172,1048.6608113942202,18.47442626953125,14.706578254699709,7.160954267355795,0.2687118983118739
93.79949951171876,79.13580322265625,65.00946044921875,176.28167811385356,9.155502319335938,6.639628887176514,6.6912623738507815,0.4535947486789458
118.20962524414062,148.61129760742188,165.68429565429688,1268.319211261114,14.283828735351562,13.321626663208008,7.08682788281499,0.2868169445253913
109.1272430419922,101.14207458496094,87.51924133300781,179.4582838108763,26.170806884765625,8.600897789001465,6.818389242935243,0.1797557721706431
100.86842346191406,107.05776977539062,88.25543212890625,278.2300919124391,14.575653076171877,6.870879650115967,6.165675359214173,0.3145732862942351
126.8201904296875,146.03030395507812,153.46047973632812,1283.6787676056847,34.31854248046875,15.304678916931152,7.11912419470881,0.2066404520732235
126.80899047851562,129.02432250976562,121.9186553955078,2346.592078223592,38.55194091796875,20.6041316986084,7.141375264228311,0.2872475501613422
79.49208068847656,77.96565246582031,68.91250610351562,2425.424987747334,29.12017822265625,19.702831268310547,6.401868441485678,0.2949502859786959
102.62704467773438,100.7877197265625,91.15663146972656,146.30019085644744,12.567901611328123,6.946205139160156,6.299041141489135,0.3622709070343113
81.19737243652344,91.96914672851562,96.74720764160156,1172.511779183289,30.859451293945312,13.806025505065918,7.19384024071968,0.2203715126187387
104.90963745117188,123.18098449707033,130.75881958007812,273.0192543556914,5.031051635742188,8.263711929321289,6.4372365016585,0.5744695447167549
100.18505859375,87.84687805175781,77.09463500976562,356.84513959195465,17.863540649414062,11.07904052734375,6.220485572214442,0.4347806323911572
140.37359619140625,158.18214416503906,148.8381805419922,1784.9345227738377,38.25233459472656,17.692060470581055,7.00958180273116,0.2653275341090002
106.47972106933594,127.83404541015624,128.33059692382812,949.7877538204192,39.53636169433594,12.684844970703123,7.249051284323375,0.1474742068391763
131.6403350830078,130.27784729003906,122.71897888183594,1593.2124921435025,35.56755065917969,15.931034088134766,7.454912095423584,0.2828029900144956
118.92195129394533,136.87271118164062,150.76416015625,230.50548944598995,10.0543212890625,8.351869583129883,6.684852863276653,0.3752574389082941
116.73226928710938,120.35675048828124,114.28669738769533,3306.9030867060646,43.306732177734375,20.514549255371094,7.359211282585614,0.1548101423637903
111.37425231933594,130.2443389892578,139.5746307373047,142.29137908574194,4.8909759521484375,4.51654052734375,5.933808445367085,0.4347562528602381
66.23365783691406,74.52204895019531,79.75833129882812,111.92159642255864,8.653564453125,5.468348503112793,6.559741495798255,0.3586768792166225
101.42274475097656,97.22000122070312,64.74673461914062,376.64127649902366,9.194412231445312,9.284353256225586,6.102082862539896,0.3468823197595753
107.89617919921876,123.73985290527344,118.23281860351562,75.58458508900367,1.0894775390625,3.69477915763855,5.830601552269926,0.4105407425831084
109.43865966796876,111.59230041503906,105.51708984375,2998.9867555943783,37.62199401855469,19.16922378540039,7.032710536611952,0.2674407735410267
91.37620544433594,90.95846557617188,63.81050109863281,44.74436347163282,3.723678588867188,4.750523567199707,5.996088251147231,0.53797855023934
107.80137634277344,128.97682189941406,136.2717742919922,787.7689829876181,11.443405151367188,12.473591804504396,7.098435889703873,0.4113103850227612
97.87396240234376,111.06666564941406,102.67494201660156,855.5849673429038,33.579254150390625,15.209430694580078,7.1547314779277045,0.1710885856561906
138.38990783691406,154.0254364013672,152.63723754882812,406.2704352529254,16.065902709960938,8.412232398986816,6.761411952109369,0.3207545877873269
104.6138153076172,123.45338439941406,123.33978271484376,1671.5919115683064,49.36500549316406,15.20797061920166,7.377693575392055,0.1569814189328435
98.55978393554688,112.05818176269533,98.95172119140624,191.39894384494983,18.108673095703125,8.550270080566406,7.025036196738577,0.499302335648809
126.36589050292967,141.33294677734375,135.35862731933594,2449.5912327086558,30.400314331054688,18.637380599975582,7.133477949184335,0.2589520749637052
116.1151885986328,143.4355926513672,135.53184509277344,1624.2909045778215,26.715545654296875,16.686870574951172,7.440644434868036,0.2480546925211355
103.17445373535156,125.09774780273438,124.59423828125,970.0594581903424,23.90625,14.875422477722168,6.779767919334611,0.4175662580216799
109.10415649414062,94.39100646972656,65.79888916015625,335.4465018340852,12.513427734375,9.063676834106444,6.718062295751169,0.3568190557621478
149.5469512939453,161.4121551513672,137.8323516845703,1711.5861438771244,31.59095764160156,16.412399291992188,6.927902298277604,0.1793359447000887
115.3730926513672,139.7017822265625,142.6291961669922,737.5024831295013,22.890701293945312,11.99135398864746,7.174925443680686,0.2272361553132257
87.79499816894531,88.17813110351562,78.50595092773438,1378.2889646643307,38.341827392578125,16.337291717529297,7.167369979879468,0.1314038061751337
112.57369995117188,125.08425903320312,117.0735321044922,469.6253412812948,17.855758666992188,11.14914608001709,7.020595471758816,0.2593232173084211
94.18399047851562,114.27334594726562,105.23567199707033,2826.6098918309435,30.299148559570312,18.690542221069336,6.863824723474225,0.1588476316067331
